SerialNumber: F31172231833-3B52,,,,,
time,q1,q2,q3,q4,
07/16/2025 13:22:24.125,-0.6476156,0.6546411,-0.1333028,-0.3667602,3
07/16/2025 13:22:24.225,-0.6871801,0.6309682,-0.1193601,-0.3400879,3
07/16/2025 13:22:24.325,-0.7172932,0.6055588,-0.1233236,-0.3222168,3
07/16/2025 13:22:24.425,-0.7283718,0.5941358,-0.1295268,-0.3161376,3
07/16/2025 13:22:24.525,-0.7285033,0.5913699,-0.1362339,-0.3181944,3
07/16/2025 13:22:24.625,-0.7262397,0.5899937,-0.141037,-0.323782,3
07/16/2025 13:22:24.725,-0.7200945,0.5911976,-0.1437433,-0.3339606,3
07/16/2025 13:22:24.825,-0.7052768,0.6098081,-0.1466745,-0.3308296,3
07/16/2025 13:22:24.925,-0.6859954,0.6282774,-0.1563089,-0.3324007,3
07/16/2025 13:22:25.025,-0.6444328,0.6323943,-0.1366649,-0.4078662,3
07/16/2025 13:22:25.125,-0.7235342,0.4559623,-0.304694,-0.4195398,3
07/16/2025 13:22:25.225,-0.7726459,0.3039324,-0.3635156,-0.4227968,3
07/16/2025 13:22:25.325,-0.8523508,0.2383802,-0.327234,-0.3314128,3
07/16/2025 13:22:25.425,-0.8256599,0.3271538,-0.3585088,-0.2881028,3
07/16/2025 13:22:25.525,-0.7102141,0.4541228,-0.3861367,-0.3748516,3
07/16/2025 13:22:25.625,-0.646892,0.5428888,-0.3802698,-0.3774163,3
07/16/2025 13:22:25.725,-0.6148148,0.6183279,-0.3167292,-0.3736328,3
07/16/2025 13:22:25.825,-0.6151958,0.6707216,-0.1976213,-0.3645033,3
07/16/2025 13:22:25.925,-0.6267152,0.7245668,-0.08860016,-0.2731926,3
07/16/2025 13:22:26.025,-0.6383913,0.7321877,-0.1975528,-0.1326943,3
07/16/2025 13:22:26.125,-0.6472284,0.5418619,-0.5022962,-0.1882714,3
07/16/2025 13:22:26.225,-0.7297826,0.4175904,-0.4911067,-0.2282456,3
07/16/2025 13:22:26.325,-0.7950522,0.3469135,-0.4906222,-0.08413022,3
07/16/2025 13:22:26.425,-0.7857032,0.3984944,-0.4604706,-0.1099329,3
07/16/2025 13:22:26.525,-0.7844095,0.4097042,-0.4463162,-0.1337581,3
07/16/2025 13:22:26.625,-0.7864055,0.4213204,-0.426829,-0.1487166,3
07/16/2025 13:22:26.725,-0.7812607,0.4289285,-0.4165816,-0.1798735,3
07/16/2025 13:22:26.825,-0.7792465,0.4361279,-0.4116712,-0.1825847,3
07/16/2025 13:22:26.925,-0.7793556,0.4444968,-0.4068789,-0.1723944,3
07/16/2025 13:22:27.025,-0.7661162,0.4695375,-0.4121778,-0.1515039,3
07/16/2025 13:22:27.125,-0.7398598,0.4986705,-0.422977,-0.1589628,3
07/16/2025 13:22:27.225,-0.730334,0.5195712,-0.4172834,-0.1509164,3
07/16/2025 13:22:27.325,-0.7226852,0.5380749,-0.4092188,-0.1448604,3
07/16/2025 13:22:27.425,-0.7081012,0.5558888,-0.4086149,-0.1511861,3
07/16/2025 13:22:27.525,-0.6993831,0.5701591,-0.4059159,-0.1457982,3
07/16/2025 13:22:27.625,-0.6894156,0.5788984,-0.4105305,-0.1459135,3
07/16/2025 13:22:27.725,-0.6860948,0.5820251,-0.4089601,-0.1533468,3
07/16/2025 13:22:27.825,-0.6841553,0.583547,-0.4101424,-0.1530706,3
07/16/2025 13:22:27.925,-0.6752548,0.5905456,-0.4114037,-0.1621011,3
07/16/2025 13:22:28.025,-0.6611719,0.6003097,-0.4154262,-0.1736211,3
07/16/2025 13:22:28.125,-0.6443086,0.6133003,-0.420036,-0.1803949,3
07/16/2025 13:22:28.225,-0.6268965,0.6264421,-0.4234393,-0.1884489,3
07/16/2025 13:22:28.325,-0.6127681,0.6385964,-0.4274474,-0.1850465,3
07/16/2025 13:22:28.425,-0.6313294,0.5266677,-0.5092745,-0.254837,3
07/16/2025 13:22:28.525,-0.6710777,0.4654672,-0.4563877,-0.3534928,3
07/16/2025 13:22:28.625,-0.6771579,0.4424671,-0.5058433,-0.3000771,3
07/16/2025 13:22:28.725,-0.6143106,0.4938776,-0.5293633,-0.3142125,3
07/16/2025 13:22:28.825,-0.5812732,0.5450575,-0.5067779,-0.3293256,3
07/16/2025 13:22:28.925,-0.5446263,0.5777847,-0.5096135,-0.3317901,3
07/16/2025 13:22:29.025,-0.5330177,0.6184968,-0.4842934,-0.3147332,3
07/16/2025 13:22:29.125,-0.5239522,0.6499961,-0.4253594,-0.3497084,3
07/16/2025 13:22:29.225,-0.5412034,0.6709662,-0.3289452,-0.3859343,3
07/16/2025 13:22:29.325,-0.5770901,0.6314998,-0.2830454,-0.4339413,3
07/16/2025 13:22:29.425,-0.5964461,0.6002946,-0.2733999,-0.4575959,3
07/16/2025 13:22:29.525,-0.6420484,0.5949014,-0.2611015,-0.4073538,3
07/16/2025 13:22:29.625,-0.7013956,0.6028383,-0.2197939,-0.3107559,3
07/16/2025 13:22:29.725,-0.7349803,0.6189054,-0.1702058,-0.2191691,3
07/16/2025 13:22:29.825,-0.6858103,0.6293946,-0.1799873,-0.3184127,3
07/16/2025 13:22:29.925,-0.552305,0.5864084,-0.3129719,-0.5033751,3
07/16/2025 13:22:30.025,-0.5744536,0.5072361,-0.3642202,-0.5294383,3
07/16/2025 13:22:30.125,-0.6370159,0.4673998,-0.398049,-0.4664465,3
07/16/2025 13:22:30.225,-0.6383719,0.4687278,-0.3758605,-0.4814065,3
07/16/2025 13:22:30.325,-0.6504452,0.4460081,-0.3773153,-0.4856682,3
07/16/2025 13:22:30.425,-0.6630986,0.4330496,-0.3782647,-0.4795071,3
07/16/2025 13:22:30.525,-0.6759639,0.438671,-0.3746073,-0.458862,3
07/16/2025 13:22:30.625,-0.7391931,0.4528184,-0.4152947,-0.2762851,3
07/16/2025 13:22:30.725,-0.7907099,0.5310768,-0.2802053,-0.1203071,3
07/16/2025 13:22:30.825,-0.8091706,0.5305709,-0.2112243,-0.1391784,3
07/16/2025 13:22:30.925,-0.8276522,0.4917262,-0.2198647,-0.1584315,3
